# gpu    sm   mem   enc   dec
# Idx     %     %     %     %
    0     0     0     0     0
    0     1     0     0     0
    0     0     0     0     0
    0    39    25     0     0
    0    72    44     0     0
    0    81    54     0     0
    0    81    54     0     0
    0    80    53     0     0
    0    81    53     0     0
    0    82    54     0     0
    0    81    54     0     0
    0    81    54     0     0
    0    81    54     0     0
    0    81    54     0     0
    0    82    54     0     0
    0    82    54     0     0
    0    81    54     0     0
    0    82    54     0     0
    0    82    54     0     0
    0    82    54     0     0
    0    82    54     0     0
    0    82    54     0     0
    0    81    54     0     0
    0    82    54     0     0
    0    82    55     0     0
    0    82    54     0     0
    0    83    55     0     0
    0    81    53     0     0
    0    82    54     0     0
    0    82    54     0     0
    0    82    54     0     0
    0    81    55     0     0
    0    81    54     0     0
    0    81    54     0     0
    0    82    54     0     0
    0    82    55     0     0
    0    82    54     0     0
    0    82    54     0     0
    0    82    54     0     0
    0    82    54     0     0
    0    82    54     0     0
    0    82    54     0     0
    0    81    54     0     0
    0    81    54     0     0
# gpu    sm   mem   enc   dec
# Idx     %     %     %     %
    0    82    54     0     0
    0    82    55     0     0
    0    81    54     0     0
    0    81    54     0     0
    0    82    54     0     0
    0    81    54     0     0
    0    81    54     0     0
    0    81    54     0     0
    0    82    54     0     0
    0    81    54     0     0
    0    81    54     0     0
    0    80    54     0     0
    0    82    54     0     0
    0    81    54     0     0
    0    81    54     0     0
    0    81    54     0     0
    0    81    54     0     0
    0    81    54     0     0
    0    82    55     0     0
    0    57    34     0     0
    0    48    30     0     0
    0    48    30     0     0
