# gpu    sm   mem   enc   dec
# Idx     %     %     %     %
    1     0     0     0     0
    1     1     0     0     0
    1     0     0     0     0
    1    77    48     0     0
    1    60    38     0     0
    1    80    53     0     0
    1    82    54     0     0
    1    81    53     0     0
    1    81    54     0     0
    1    81    54     0     0
    1    82    54     0     0
    1    81    53     0     0
    1    81    53     0     0
    1    82    54     0     0
    1    83    55     0     0
    1    82    53     0     0
    1    81    53     0     0
    1    81    53     0     0
    1    83    55     0     0
    1    82    54     0     0
    1    84    55     0     0
    1    83    55     0     0
    1    83    54     0     0
    1    83    54     0     0
    1    81    54     0     0
    1    82    54     0     0
    1    83    55     0     0
    1    81    54     0     0
    1    82    54     0     0
    1    84    55     0     0
    1    84    55     0     0
    1    82    54     0     0
    1    82    53     0     0
    1    82    53     0     0
    1    81    53     0     0
    1    82    54     0     0
    1    81    53     0     0
    1    82    53     0     0
    1    84    55     0     0
    1    83    54     0     0
    1    82    54     0     0
    1    82    54     0     0
    1    81    54     0     0
    1    82    54     0     0
# gpu    sm   mem   enc   dec
# Idx     %     %     %     %
    1    81    54     0     0
    1    82    54     0     0
    1    81    53     0     0
    1    81    54     0     0
    1    82    54     0     0
    1    82    54     0     0
    1    81    54     0     0
    1    81    54     0     0
    1    82    54     0     0
    1    80    53     0     0
    1    82    54     0     0
    1    82    54     0     0
    1    82    54     0     0
    1    82    54     0     0
    1    83    55     0     0
    1    81    54     0     0
    1    81    54     0     0
    1    82    54     0     0
    1    83    55     0     0
    1    58    32     0     0
    1    33    17     0     0
    1    31    15     0     0
