# gpu    sm   mem   enc   dec
# Idx     %     %     %     %
    1     0     0     0     0
    1     0     0     0     0
    1     9     1     0     0
    1    53    31     0     0
    1    66    37     0     0
    1    86    54     0     0
    1    87    53     0     0
    1    87    54     0     0
    1    87    54     0     0
    1    86    54     0     0
    1    86    53     0     0
    1    87    54     0     0
    1    86    53     0     0
    1    87    54     0     0
    1    87    53     0     0
    1    87    53     0     0
    1    85    53     0     0
    1    87    54     0     0
    1    86    53     0     0
    1    86    53     0     0
    1    86    53     0     0
    1    86    53     0     0
    1    87    54     0     0
    1    87    54     0     0
    1    87    54     0     0
    1    87    53     0     0
    1    87    54     0     0
    1    86    53     0     0
    1    87    54     0     0
    1    86    54     0     0
    1    86    53     0     0
    1    88    54     0     0
    1    86    53     0     0
    1    88    54     0     0
    1    87    54     0     0
    1    87    54     0     0
    1    87    54     0     0
    1    87    54     0     0
    1    88    54     0     0
    1    88    54     0     0
    1    88    54     0     0
    1    87    53     0     0
    1    87    54     0     0
    1    88    54     0     0
# gpu    sm   mem   enc   dec
# Idx     %     %     %     %
    1    87    54     0     0
    1    88    54     0     0
    1    87    54     0     0
    1    88    54     0     0
    1    88    54     0     0
    1    88    55     0     0
    1    87    53     0     0
    1    87    55     0     0
    1    87    54     0     0
    1    86    54     0     0
    1    88    54     0     0
    1    86    54     0     0
    1    87    55     0     0
    1    88    54     0     0
    1    87    54     0     0
    1    88    55     0     0
    1    87    54     0     0
    1    85    53     0     0
    1    86    54     0     0
    1    41    24     0     0
    1    42    24     0     0
    1    29    15     0     0
