# gpu    sm   mem   enc   dec
# Idx     %     %     %     %
    1     0     0     0     0
    1     0     0     0     0
    1     0     0     0     0
    1     2     0     0     0
    1    35    15     0     0
    1    73    47     0     0
    1    71    46     0     0
    1    74    48     0     0
    1    78    48     0     0
    1    80    48     0     0
    1    79    49     0     0
    1    77    49     0     0
    1    77    48     0     0
    1    73    47     0     0
    1    79    48     0     0
    1    78    48     0     0
    1    78    49     0     0
    1    75    48     0     0
    1    76    49     0     0
    1    76    48     0     0
    1    74    47     0     0
    1    78    49     0     0
    1    77    48     0     0
    1    76    47     0     0
    1    74    47     0     0
    1    74    47     0     0
    1    79    49     0     0
    1    78    48     0     0
    1    78    48     0     0
    1    73    47     0     0
    1    79    49     0     0
    1    78    48     0     0
    1    72    47     0     0
    1    74    46     0     0
    1    76    49     0     0
    1    76    49     0     0
    1    78    48     0     0
    1    75    48     0     0
    1    77    48     0     0
    1    77    48     0     0
    1    72    46     0     0
    1    75    49     0     0
    1    76    48     0     0
    1    74    47     0     0
# gpu    sm   mem   enc   dec
# Idx     %     %     %     %
    1    75    48     0     0
    1    79    48     0     0
    1    79    48     0     0
    1    78    48     0     0
    1    76    47     0     0
    1    78    48     0     0
    1    78    48     0     0
    1    78    49     0     0
    1    78    48     0     0
    1    77    48     0     0
    1    72    46     0     0
    1    78    48     0     0
    1    78    48     0     0
    1    77    49     0     0
    1    77    49     0     0
    1    73    46     0     0
    1    77    47     0     0
    1    78    49     0     0
    1    76    48     0     0
    1    76    47     0     0
    1    77    48     0     0
    1    50    28     0     0
