# gpu    sm   mem   enc   dec
# Idx     %     %     %     %
    0     0     0     0     0
    0     1     0     0     0
    0     0     0     0     0
    0    63    41     0     0
    0    58    36     0     0
    0    84    55     0     0
    0    85    55     0     0
    0    84    55     0     0
    0    86    55     0     0
    0    84    55     0     0
    0    84    55     0     0
    0    84    54     0     0
    0    84    55     0     0
    0    86    55     0     0
    0    84    54     0     0
    0    86    55     0     0
    0    86    55     0     0
    0    85    55     0     0
    0    84    55     0     0
    0    85    55     0     0
    0    85    55     0     0
    0    84    55     0     0
    0    84    55     0     0
    0    86    55     0     0
    0    85    55     0     0
    0    84    54     0     0
    0    84    55     0     0
    0    84    54     0     0
    0    86    55     0     0
    0    85    55     0     0
    0    85    55     0     0
    0    84    54     0     0
    0    85    55     0     0
    0    85    55     0     0
    0    86    55     0     0
    0    85    55     0     0
    0    85    55     0     0
    0    85    55     0     0
    0    84    54     0     0
    0    85    55     0     0
    0    83    55     0     0
    0    85    55     0     0
    0    83    55     0     0
    0    84    55     0     0
# gpu    sm   mem   enc   dec
# Idx     %     %     %     %
    0    83    55     0     0
    0    83    55     0     0
    0    84    55     0     0
    0    84    55     0     0
    0    84    56     0     0
    0    83    55     0     0
    0    84    55     0     0
    0    84    55     0     0
    0    84    56     0     0
    0    84    56     0     0
    0    83    55     0     0
    0    84    56     0     0
    0    84    55     0     0
    0    84    55     0     0
    0    85    55     0     0
    0    86    56     0     0
    0    84    55     0     0
    0    84    55     0     0
    0    84    56     0     0
    0    46    25     0     0
    0    34    19     0     0
    0    30    14     0     0
