# gpu    sm   mem   enc   dec
# Idx     %     %     %     %
    0     0     0     0     0
    0     0     0     0     0
    0     0     0     0     0
    0     3     0     0     0
    0    52    28     0     0
    0    78    49     0     0
    0    77    49     0     0
    0    77    50     0     0
    0    75    49     0     0
    0    76    49     0     0
    0    76    48     0     0
    0    74    50     0     0
    0    77    49     0     0
    0    74    48     0     0
    0    77    49     0     0
    0    77    50     0     0
    0    76    50     0     0
    0    76    49     0     0
    0    75    49     0     0
    0    76    49     0     0
    0    75    49     0     0
    0    76    49     0     0
    0    76    49     0     0
    0    76    50     0     0
    0    72    48     0     0
    0    76    50     0     0
    0    75    48     0     0
    0    76    49     0     0
    0    74    49     0     0
    0    76    50     0     0
    0    77    50     0     0
    0    77    49     0     0
    0    76    49     0     0
    0    75    48     0     0
    0    74    48     0     0
    0    73    48     0     0
    0    75    49     0     0
    0    76    50     0     0
    0    76    49     0     0
    0    75    48     0     0
    0    71    46     0     0
    0    76    49     0     0
    0    72    48     0     0
    0    71    47     0     0
# gpu    sm   mem   enc   dec
# Idx     %     %     %     %
    0    75    48     0     0
    0    74    48     0     0
    0    75    49     0     0
    0    77    49     0     0
    0    76    50     0     0
    0    77    50     0     0
    0    76    49     0     0
    0    71    47     0     0
    0    71    47     0     0
    0    74    48     0     0
    0    73    48     0     0
    0    77    49     0     0
    0    76    49     0     0
    0    75    49     0     0
    0    74    48     0     0
    0    72    47     0     0
    0    72    47     0     0
    0    75    48     0     0
    0    77    50     0     0
    0    75    48     0     0
    0    72    45     0     0
    0    72    45     0     0
