# gpu    sm   mem   enc   dec
# Idx     %     %     %     %
    0     0     0     0     0
    0     0     0     0     0
    0     0     0     0     0
    0     0     0     0     0
    0    25    15     0     0
    0    28    15     0     0
    0    28    15     0     0
    0    27    15     0     0
    0    27    15     0     0
    0    27    15     0     0
    0    27    15     0     0
    0    28    15     0     0
    0    27    15     0     0
    0    27    15     0     0
    0    28    15     0     0
    0    27    15     0     0
    0    27    15     0     0
    0    28    15     0     0
    0    27    15     0     0
    0    27    15     0     0
    0    28    15     0     0
    0    27    15     0     0
    0    27    15     0     0
    0    28    15     0     0
    0    28    15     0     0
    0    27    15     0     0
    0    27    15     0     0
    0    28    15     0     0
    0    27    15     0     0
    0    28    15     0     0
    0    28    15     0     0
    0    27    15     0     0
    0    28    15     0     0
    0    28    15     0     0
    0    27    15     0     0
    0    27    15     0     0
    0    27    15     0     0
    0    27    15     0     0
    0    27    15     0     0
    0    28    15     0     0
    0    27    15     0     0
    0    27    15     0     0
    0    28    15     0     0
    0    27    15     0     0
# gpu    sm   mem   enc   dec
# Idx     %     %     %     %
    0    27    15     0     0
    0    28    15     0     0
    0    28    15     0     0
    0    28    15     0     0
    0    28    15     0     0
    0    28    15     0     0
    0    27    15     0     0
    0    28    15     0     0
    0    28    15     0     0
    0    27    15     0     0
    0    28    15     0     0
    0    28    15     0     0
    0    28    15     0     0
    0    27    15     0     0
    0    28    15     0     0
    0    27    15     0     0
    0    27    15     0     0
    0    28    15     0     0
    0    27    15     0     0
    0    27    15     0     0
    0     0     0     0     0
    0     0     0     0     0
