# gpu    sm   mem   enc   dec
# Idx     %     %     %     %
    0     0     0     0     0
    0     0     0     0     0
    0     0     0     0     0
    0     0     0     0     0
    0    87    53     0     0
    0    79    50     0     0
    0    73    48     0     0
    0    77    49     0     0
    0    78    49     0     0
    0    81    49     0     0
    0    81    50     0     0
    0    76    49     0     0
    0    78    49     0     0
    0    80    49     0     0
    0    75    48     0     0
    0    77    47     0     0
    0    81    49     0     0
    0    76    48     0     0
    0    81    49     0     0
    0    81    49     0     0
    0    80    49     0     0
    0    74    47     0     0
    0    80    49     0     0
    0    77    49     0     0
    0    77    49     0     0
    0    79    48     0     0
    0    78    49     0     0
    0    79    49     0     0
    0    77    48     0     0
    0    75    48     0     0
    0    79    48     0     0
    0    74    48     0     0
    0    79    49     0     0
    0    72    46     0     0
    0    77    49     0     0
    0    79    49     0     0
    0    78    49     0     0
    0    74    47     0     0
    0    77    49     0     0
    0    76    48     0     0
    0    79    49     0     0
    0    76    48     0     0
    0    72    46     0     0
    0    81    49     0     0
# gpu    sm   mem   enc   dec
# Idx     %     %     %     %
    0    80    49     0     0
    0    79    50     0     0
    0    79    49     0     0
    0    81    49     0     0
    0    81    49     0     0
    0    75    48     0     0
    0    81    49     0     0
    0    79    50     0     0
    0    75    47     0     0
    0    79    50     0     0
    0    79    49     0     0
    0    78    49     0     0
    0    77    50     0     0
    0    81    49     0     0
    0    79    50     0     0
    0    76    48     0     0
    0    76    48     0     0
    0    75    47     0     0
    0    74    47     0     0
    0    79    49     0     0
    0    75    45     0     0
    0    75    45     0     0
