# gpu    sm   mem   enc   dec
# Idx     %     %     %     %
    1     0     0     0     0
    1     0     0     0     0
    1     3     0     0     0
    1    49    30     0     0
    1    72    40     0     0
    1    90    60     0     0
    1    89    59     0     0
    1    89    59     0     0
    1    90    59     0     0
    1    89    59     0     0
    1    89    59     0     0
    1    89    58     0     0
    1    89    58     0     0
    1    88    58     0     0
    1    89    59     0     0
    1    89    57     0     0
    1    89    58     0     0
    1    90    59     0     0
    1    88    57     0     0
    1    90    58     0     0
    1    89    58     0     0
    1    89    58     0     0
    1    90    59     0     0
    1    88    57     0     0
    1    88    58     0     0
    1    89    58     0     0
    1    90    59     0     0
    1    88    58     0     0
    1    89    58     0     0
    1    89    58     0     0
    1    88    57     0     0
    1    91    59     0     0
    1    89    58     0     0
    1    90    59     0     0
    1    89    58     0     0
    1    89    58     0     0
    1    89    58     0     0
    1    89    58     0     0
    1    89    58     0     0
    1    90    59     0     0
    1    90    59     0     0
    1    89    58     0     0
    1    90    59     0     0
    1    89    58     0     0
# gpu    sm   mem   enc   dec
# Idx     %     %     %     %
    1    89    58     0     0
    1    89    58     0     0
    1    90    59     0     0
    1    88    58     0     0
    1    89    58     0     0
    1    89    58     0     0
    1    88    58     0     0
    1    88    57     0     0
    1    89    58     0     0
    1    88    58     0     0
    1    89    58     0     0
    1    88    58     0     0
    1    90    58     0     0
    1    89    58     0     0
    1    88    58     0     0
    1    87    58     0     0
    1    89    58     0     0
    1    87    57     0     0
    1    90    59     0     0
    1    87    58     0     0
    1    83    54     0     0
    1    27    15     0     0
