# gpu    sm   mem   enc   dec
# Idx     %     %     %     %
    0     0     0     0     0
    0     0     0     0     0
    0     0     0     0     0
    0     2     0     0     0
    0    73    46     0     0
    0    70    45     0     0
    0    69    46     0     0
    0    70    45     0     0
    0    70    45     0     0
    0    71    46     0     0
    0    71    45     0     0
    0    71    44     0     0
    0    70    45     0     0
    0    71    46     0     0
    0    71    46     0     0
    0    71    45     0     0
    0    71    45     0     0
    0    71    45     0     0
    0    71    45     0     0
    0    70    45     0     0
    0    71    46     0     0
    0    70    46     0     0
    0    71    46     0     0
    0    71    45     0     0
    0    70    45     0     0
    0    71    45     0     0
    0    71    45     0     0
    0    71    45     0     0
    0    71    45     0     0
    0    69    45     0     0
    0    71    46     0     0
    0    71    45     0     0
    0    71    45     0     0
    0    71    46     0     0
    0    73    46     0     0
    0    72    45     0     0
    0    72    45     0     0
    0    72    45     0     0
    0    72    45     0     0
    0    72    45     0     0
    0    72    46     0     0
    0    71    45     0     0
    0    70    45     0     0
    0    71    46     0     0
# gpu    sm   mem   enc   dec
# Idx     %     %     %     %
    0    71    45     0     0
    0    71    45     0     0
    0    71    45     0     0
    0    72    45     0     0
    0    72    45     0     0
    0    72    45     0     0
    0    71    44     0     0
    0    72    45     0     0
    0    71    44     0     0
    0    72    44     0     0
    0    72    45     0     0
    0    72    44     0     0
    0    72    45     0     0
    0    71    44     0     0
    0    72    45     0     0
    0    72    44     0     0
    0    72    45     0     0
    0    72    45     0     0
    0    72    45     0     0
    0    72    44     0     0
    0    21    11     0     0
    0     0     0     0     0
