# gpu    sm   mem   enc   dec
# Idx     %     %     %     %
    0     0     0     0     0
    0     0     0     0     0
    0     0     0     0     0
    0    55    31     0     0
    0    62    36     0     0
    0    85    53     0     0
    0    83    53     0     0
    0    84    53     0     0
    0    85    53     0     0
    0    84    53     0     0
    0    85    53     0     0
    0    84    53     0     0
    0    85    53     0     0
    0    84    53     0     0
    0    85    54     0     0
    0    85    53     0     0
    0    84    53     0     0
    0    84    52     0     0
    0    85    53     0     0
    0    85    53     0     0
    0    84    53     0     0
    0    85    53     0     0
    0    85    53     0     0
    0    85    53     0     0
    0    85    53     0     0
    0    85    53     0     0
    0    83    52     0     0
    0    85    53     0     0
    0    85    53     0     0
    0    84    52     0     0
    0    85    53     0     0
    0    84    53     0     0
    0    86    53     0     0
    0    85    54     0     0
    0    84    52     0     0
    0    84    53     0     0
    0    87    54     0     0
    0    85    53     0     0
    0    83    52     0     0
    0    86    53     0     0
    0    84    53     0     0
    0    84    53     0     0
    0    84    53     0     0
    0    84    53     0     0
# gpu    sm   mem   enc   dec
# Idx     %     %     %     %
    0    85    53     0     0
    0    85    53     0     0
    0    85    53     0     0
    0    85    53     0     0
    0    85    53     0     0
    0    84    52     0     0
    0    84    52     0     0
    0    85    53     0     0
    0    85    53     0     0
    0    84    52     0     0
    0    84    53     0     0
    0    83    52     0     0
    0    86    53     0     0
    0    84    54     0     0
    0    85    52     0     0
    0    85    53     0     0
    0    85    52     0     0
    0    85    53     0     0
    0    87    54     0     0
    0    42    22     0     0
    0    31    16     0     0
    0    31    16     0     0
