# gpu    sm   mem   enc   dec
# Idx     %     %     %     %
    1     0     0     0     0
    1     0     0     0     0
    1     1     0     0     0
    1    34    15     0     0
    1    34    19     0     0
    1    38    18     0     0
    1    85    54     0     0
    1    85    54     0     0
    1    84    54     0     0
    1    85    55     0     0
    1    85    54     0     0
    1    85    54     0     0
    1    85    54     0     0
    1    85    54     0     0
    1    86    54     0     0
    1    86    54     0     0
    1    86    54     0     0
    1    86    54     0     0
    1    86    55     0     0
    1    85    54     0     0
    1    85    54     0     0
    1    86    55     0     0
    1    86    54     0     0
    1    85    55     0     0
    1    86    54     0     0
    1    85    55     0     0
    1    85    55     0     0
    1    86    55     0     0
    1    85    54     0     0
    1    85    54     0     0
    1    86    54     0     0
    1    86    55     0     0
    1    85    54     0     0
    1    86    54     0     0
    1    86    54     0     0
    1    86    54     0     0
    1    86    54     0     0
    1    86    54     0     0
    1    87    54     0     0
    1    86    54     0     0
    1    86    55     0     0
    1    86    54     0     0
    1    86    54     0     0
    1    86    54     0     0
# gpu    sm   mem   enc   dec
# Idx     %     %     %     %
    1    86    54     0     0
    1    87    55     0     0
    1    86    54     0     0
    1    86    53     0     0
    1    86    54     0     0
    1    87    54     0     0
    1    86    54     0     0
    1    86    54     0     0
    1    86    54     0     0
    1    87    55     0     0
    1    86    54     0     0
    1    86    55     0     0
    1    86    54     0     0
    1    85    54     0     0
    1    86    54     0     0
    1    86    54     0     0
    1    86    54     0     0
    1    86    54     0     0
    1    86    54     0     0
    1    71    43     0     0
    1    63    38     0     0
    1    63    38     0     0
