# gpu    sm   mem   enc   dec
# Idx     %     %     %     %
    1     0     0     0     0
    1     0     0     0     0
    1     6     0     0     0
    1    49    30     0     0
    1    91    57     0     0
    1    81    52     0     0
    1    79    51     0     0
    1    79    51     0     0
    1    80    51     0     0
    1    79    51     0     0
    1    80    51     0     0
    1    80    51     0     0
    1    79    51     0     0
    1    80    51     0     0
    1    79    50     0     0
    1    80    51     0     0
    1    79    51     0     0
    1    80    51     0     0
    1    80    51     0     0
    1    80    51     0     0
    1    80    51     0     0
    1    79    50     0     0
    1    80    51     0     0
    1    80    51     0     0
    1    79    51     0     0
    1    80    51     0     0
    1    80    51     0     0
    1    80    51     0     0
    1    80    51     0     0
    1    80    51     0     0
    1    80    51     0     0
    1    79    51     0     0
    1    80    50     0     0
    1    80    51     0     0
    1    80    51     0     0
    1    80    51     0     0
    1    80    50     0     0
    1    80    50     0     0
    1    82    51     0     0
    1    82    51     0     0
    1    83    51     0     0
    1    79    50     0     0
    1    81    51     0     0
    1    80    51     0     0
# gpu    sm   mem   enc   dec
# Idx     %     %     %     %
    1    82    50     0     0
    1    80    50     0     0
    1    80    49     0     0
    1    82    51     0     0
    1    80    51     0     0
    1    79    50     0     0
    1    80    50     0     0
    1    80    50     0     0
    1    80    51     0     0
    1    82    51     0     0
    1    80    50     0     0
    1    80    50     0     0
    1    81    51     0     0
    1    82    50     0     0
    1    80    50     0     0
    1    80    50     0     0
    1    81    51     0     0
    1    81    50     0     0
    1    82    51     0     0
    1    36    19     0     0
    1    34    18     0     0
    1    31    15     0     0
