# gpu    sm   mem   enc   dec
# Idx     %     %     %     %
    0     0     0     0     0
    0     1     0     0     0
    0     0     0     0     0
    0    59    36     0     0
    0    61    37     0     0
    0    82    52     0     0
    0    80    51     0     0
    0    82    52     0     0
    0    80    51     0     0
    0    81    51     0     0
    0    82    51     0     0
    0    81    51     0     0
    0    81    51     0     0
    0    82    51     0     0
    0    83    51     0     0
    0    82    52     0     0
    0    82    51     0     0
    0    83    52     0     0
    0    82    51     0     0
    0    81    50     0     0
    0    83    51     0     0
    0    82    51     0     0
    0    81    50     0     0
    0    84    52     0     0
    0    81    51     0     0
    0    81    51     0     0
    0    84    51     0     0
    0    82    51     0     0
    0    83    51     0     0
    0    81    51     0     0
    0    83    51     0     0
    0    81    51     0     0
    0    81    51     0     0
    0    82    51     0     0
    0    81    51     0     0
    0    82    51     0     0
    0    83    51     0     0
    0    83    52     0     0
    0    80    50     0     0
    0    84    51     0     0
    0    83    52     0     0
    0    82    51     0     0
    0    82    51     0     0
    0    82    52     0     0
# gpu    sm   mem   enc   dec
# Idx     %     %     %     %
    0    81    51     0     0
    0    82    51     0     0
    0    83    52     0     0
    0    82    51     0     0
    0    81    51     0     0
    0    82    51     0     0
    0    82    51     0     0
    0    83    52     0     0
    0    82    51     0     0
    0    82    51     0     0
    0    83    52     0     0
    0    81    51     0     0
    0    82    51     0     0
    0    82    51     0     0
    0    82    51     0     0
    0    82    51     0     0
    0    83    52     0     0
    0    82    51     0     0
    0    83    52     0     0
    0    27    15     0     0
    0    30    15     0     0
    0    29    15     0     0
