# gpu    sm   mem   enc   dec
# Idx     %     %     %     %
    1     0     0     0     0
    1     0     0     0     0
    1     7     1     0     0
    1    77    50     0     0
    1    83    51     0     0
    1    87    58     0     0
    1    87    58     0     0
    1    87    58     0     0
    1    88    58     0     0
    1    86    57     0     0
    1    88    58     0     0
    1    86    57     0     0
    1    88    59     0     0
    1    89    58     0     0
    1    88    58     0     0
    1    86    58     0     0
    1    89    58     0     0
    1    88    58     0     0
    1    88    58     0     0
    1    88    58     0     0
    1    89    58     0     0
    1    87    57     0     0
    1    88    58     0     0
    1    89    58     0     0
    1    89    58     0     0
    1    87    58     0     0
    1    89    59     0     0
    1    89    58     0     0
    1    89    58     0     0
    1    89    58     0     0
    1    90    59     0     0
    1    89    58     0     0
    1    89    58     0     0
    1    90    59     0     0
    1    89    59     0     0
    1    89    58     0     0
    1    90    59     0     0
    1    89    58     0     0
    1    89    59     0     0
    1    89    59     0     0
    1    89    58     0     0
    1    89    58     0     0
    1    89    58     0     0
    1    90    59     0     0
# gpu    sm   mem   enc   dec
# Idx     %     %     %     %
    1    88    58     0     0
    1    89    59     0     0
    1    89    59     0     0
    1    89    59     0     0
    1    89    59     0     0
    1    89    59     0     0
    1    89    59     0     0
    1    89    59     0     0
    1    89    58     0     0
    1    88    58     0     0
    1    89    59     0     0
    1    89    59     0     0
    1    89    59     0     0
    1    89    59     0     0
    1    89    59     0     0
    1    89    58     0     0
    1    89    59     0     0
    1    89    59     0     0
    1    90    58     0     0
    1    67    41     0     0
    1    64    39     0     0
    1    49    30     0     0
