# gpu    sm   mem   enc   dec
# Idx     %     %     %     %
    1     0     0     0     0
    1     0     0     0     0
    1     0     0     0     0
    1    39    20     0     0
    1    52    34     0     0
    1    87    57     0     0
    1    80    53     0     0
    1    81    54     0     0
    1    80    54     0     0
    1    81    54     0     0
    1    81    54     0     0
    1    81    54     0     0
    1    81    54     0     0
    1    81    54     0     0
    1    81    55     0     0
    1    81    54     0     0
    1    81    54     0     0
    1    81    54     0     0
    1    81    54     0     0
    1    81    54     0     0
    1    81    54     0     0
    1    82    54     0     0
    1    82    54     0     0
    1    81    54     0     0
    1    81    54     0     0
    1    81    54     0     0
    1    81    54     0     0
    1    81    54     0     0
    1    82    54     0     0
    1    81    54     0     0
    1    81    54     0     0
    1    82    54     0     0
    1    81    54     0     0
    1    82    54     0     0
    1    82    54     0     0
    1    82    54     0     0
    1    81    54     0     0
    1    81    54     0     0
    1    81    54     0     0
    1    81    54     0     0
    1    81    54     0     0
    1    81    54     0     0
    1    81    54     0     0
    1    81    54     0     0
# gpu    sm   mem   enc   dec
# Idx     %     %     %     %
    1    82    54     0     0
    1    81    54     0     0
    1    81    54     0     0
    1    81    54     0     0
    1    81    54     0     0
    1    81    54     0     0
    1    82    54     0     0
    1    81    55     0     0
    1    82    54     0     0
    1    81    54     0     0
    1    82    55     0     0
    1    82    55     0     0
    1    82    54     0     0
    1    81    54     0     0
    1    81    54     0     0
    1    81    54     0     0
    1    81    55     0     0
    1    82    54     0     0
    1    81    54     0     0
    1    69    43     0     0
    1    38    22     0     0
    1    28    15     0     0
