# gpu    sm   mem   enc   dec
# Idx     %     %     %     %
    0     0     0     0     0
    0     1     0     0     0
    0     0     0     0     0
    0     6     0     0     0
    0    50    26     0     0
    0    76    48     0     0
    0    76    48     0     0
    0    77    48     0     0
    0    76    48     0     0
    0    77    47     0     0
    0    78    48     0     0
    0    78    48     0     0
    0    78    48     0     0
    0    74    47     0     0
    0    79    48     0     0
    0    79    49     0     0
    0    79    48     0     0
    0    78    48     0     0
    0    78    48     0     0
    0    75    47     0     0
    0    76    47     0     0
    0    77    48     0     0
    0    79    48     0     0
    0    76    47     0     0
    0    73    46     0     0
    0    78    48     0     0
    0    74    48     0     0
    0    74    47     0     0
    0    79    49     0     0
    0    76    48     0     0
    0    79    47     0     0
    0    79    47     0     0
    0    80    48     0     0
    0    76    47     0     0
    0    76    47     0     0
    0    72    46     0     0
    0    77    49     0     0
    0    77    48     0     0
    0    76    48     0     0
    0    75    47     0     0
    0    73    47     0     0
    0    74    48     0     0
    0    72    46     0     0
    0    73    47     0     0
# gpu    sm   mem   enc   dec
# Idx     %     %     %     %
    0    75    47     0     0
    0    77    48     0     0
    0    79    47     0     0
    0    76    48     0     0
    0    76    47     0     0
    0    74    48     0     0
    0    75    47     0     0
    0    76    49     0     0
    0    77    48     0     0
    0    78    48     0     0
    0    72    46     0     0
    0    79    48     0     0
    0    79    48     0     0
    0    73    46     0     0
    0    75    46     0     0
    0    79    48     0     0
    0    76    48     0     0
    0    76    48     0     0
    0    74    48     0     0
    0    72    47     0     0
    0    71    45     0     0
    0    57    35     0     0
